Metadata_Group,AreaShape_Compactness,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,Intensity_MaxIntensity_origImage,Intensity_MeanIntensity_origImage,Intensity_MinIntensity_origImage,Class
6,5.309945001,170.51979359999999,10.0,23.93144157,20.50486658,0.003921569000000001,0.0024204170000000002,0.000461361,MHC
6,1.564943121,77.36924454,15.13274595,44.6829055,36.50867046,0.003921569000000001,0.002217939,0.000538255,HWJC
6,1.382929689,78.10249676,18.35755975,48.0,40.40589743,0.003921569000000001,0.002223936,0.000384468,HWJC
6,2.2054583080000003,100.3194896,13.15294644,71.86198979,68.48633769999999,0.003921569000000001,0.002276827,0.000322953,MHC
6,5.401152441,188.40382160000001,11.18033989,35.48588538,28.76909428,0.003921569000000001,0.00233608,0.000430604,MHC
6,1.220104137,55.94640292,15.13274595,32.0,30.01658912,0.003921569000000001,0.002381622,0.000384468,HWJC
6,1.9849428669999998,72.44308111,12.04159458,27.02421628,24.75484001,0.003921569000000001,0.002307755,0.000338331,HWJC
6,1.432276094,55.32630477,11.66190379,25.44054464,24.32661494,0.003921569000000001,0.002196176,0.000722799,HWJC
6,4.794165238,185.5262785,12.52996409,34.81687039,27.94947109,0.0037370240000000002,0.002114889,0.0006920419999999999,MHC
6,2.2252961940000002,105.3233118,12.72792206,33.63468783,29.46064388,0.0037370240000000002,0.0020973420000000003,0.000907343,HWJC
6,3.099114365,142.0035211,12.80624847,30.63245594,25.45762104,0.003921569000000001,0.002149808,0.000738178,MHC
6,6.722207503,233.5551327,13.60147051,30.851066999999997,24.78279999,0.003921569000000001,0.002135924,0.000722799,MHC
6,1.452407605,78.05767099,15.03329638,37.78569333,36.15568743,0.003921569000000001,0.002126067,0.000768935,HWJC
6,3.88345192,282.1931962,21.21320344,62.78457841,51.75541,0.003921569000000001,0.0020937029999999997,0.000799692,MHC
