Metadata_Day,Metadata_Group,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_origImage,Intensity_IntegratedIntensity_origImage,Intensity_LowerQuartileIntensity_origImage,Intensity_MADIntensity_origImage,Intensity_MassDisplacement_origImage,Intensity_MaxIntensityEdge_origImage,Intensity_MaxIntensity_origImage,Intensity_MeanIntensityEdge_origImage,Intensity_MeanIntensity_origImage,Intensity_MedianIntensity_origImage,Intensity_MinIntensityEdge_origImage,Intensity_MinIntensity_origImage,Intensity_StdIntensityEdge_origImage,Intensity_StdIntensity_origImage,Intensity_UpperQuartileIntensity_origImage,Class
13,6,12652,3.801320959,0.964413178,1,0.247728697,0.175792647,337.5990419,316.4838069,31.6227766,10.05846413,8.94427191,92.32211624,89.26109876,36.48106407,951.008,0.586786634,1.567704855,26.8121965,0.001753172,0.000338331,0.581059713,0.002537486,0.003921569,0.002150487,0.002119206,0.002122261,0.000845829,1.54E-05,0.0001337,0.000614981,0.002429835,MHC
13,6,10106,1.57129809,0.917940338,1,0.460577887,0.305015818,186.5648473,192.5201288,33.24154028,12.42594208,11.3137085,94.38736123,74.01371866,-34.48645446,645.258,0.814212053,1.057193464,21.52152346,0.001799308,0.000307574,0.898349603,0.002568243,0.003921569,0.002153144,0.002129579,0.00213764,0.00083045,0.000292195,0.000186938,0.000531086,0.002414456,MHC
13,6,3597,3.167065644,0.980164065,1,0.270674994,0.269575656,166.7635171,160.3776792,17.4642492,6.093062778,5.656854249,39.95349265,33.05049547,33.1466955,409.482,0.7958845,0.690688252,7.81565587,0.001722415,0.000384468,0.557573434,0.003921569,0.003921569,0.002151677,0.002172826,0.002199154,0,0,0.000283324,0.000714257,0.002506728,HWJC
13,6,1877,1.555146622,0.903423772,1,0.46004902,0.497340817,79.15646025,81.84130986,15.62049935,6.150769586,5.830951895,36.16292707,33.93823311,52.99346679,217.776,0.910943946,0.331011178,4.135009801,0.001768551,0.000415225,0.910294188,0.002306805,0.003921569,0.002121867,0.002202989,0.00213764,0.001384083,0.000230681,0.000106446,0.000829014,0.002599,HWJC
2,6,3204,3.372673637,0.979270303,1,0.254285714,0.1921154,162.2850651,161.5549442,13.45362405,5.290626127,5,46.34384277,32.87210993,-53.19971943,457.794,0.59737112,0.682460643,7.001968797,0.001860823,0.000307574,0.438288367,0.002399077,0.003921569,0.002146103,0.002185384,0.002214533,0.001091888,0.000599769,0.000172782,0.000563765,0.002475971,HWJC
2,6,1818,1.305294138,0.441829496,1,0.505561735,0.438866408,57.81917198,64.89992296,17.72004515,5.998399045,5.099019514,52.67843134,51.86952397,-27.11017229,228.158,0.780760146,0.39017304,3.992941349,0.001853133,0.000322953,0.410733958,0.002460592,0.003921569,0.002191983,0.002196337,0.002214533,0.001753172,0.000599769,0.00010057,0.000549781,0.00249135,HWJC
2,6,1885,1.177055886,0.605013769,1,0.549242424,0.450802056,58.76100625,65.03076195,18.86796226,6.391383219,5.656854249,50.61826006,46.78639509,79.55111605,229.228,0.840392332,0.388266082,4.062591505,0.001876201,0.000261438,0.084193744,0.002399077,0.003921569,0.00218127,0.002155221,0.002183776,0.001584006,0.000599769,0.000111663,0.000488188,0.002399077,HWJC
2,6,1849,1.714379076,0.925125807,1,0.648999649,0.400686725,83.89926225,78.84795495,16.4924225,6.375893958,6,35.5589514,31.85325189,-2.035442896,240.808,0.850897377,0.370703603,4.094994419,0.001876201,0.000292195,0.138219494,0.00249135,0.003921569,0.002206569,0.002214708,0.002214533,0.001568627,0.000661284,0.000113445,0.0005587,0.002475971,HWJC
2,6,1727,1.319296187,0.825242078,1,0.572612732,0.507076616,66.27062814,70.29224708,16.64331698,6.204963984,5.656854249,39.69703846,37.42827048,53.70787905,206.878,0.865013774,0.373933131,3.741791807,0.00194925,0.00023068,0.057094827,0.002522107,0.003244906,0.002199607,0.002166643,0.002199154,0.001922338,0.000753556,9.38E-05,0.000403571,0.002399077,HWJC
4,6,8587,6.935456715,0.990083651,1,0.244643875,0.111179686,384.7845495,327.3912033,17.11724277,6.148838751,5.830951895,73.50284608,54.05416861,79.82803024,985.174,0.454856053,1.593817904,18.37542573,0.001841599,0.000276817,0.579561263,0.002322184,0.003921569,0.002086149,0.002139912,0.002122261,0.001368704,0,9.86E-05,0.000640953,0.002399077,MHC
4,6,3284,3.079257856,0.97828785,1,0.323101141,0.247741606,156.8482807,141.7779955,14.14213562,5.419478165,5,40.4788024,32.5069276,65.90833054,408.138,0.687820714,0.685044273,7.443122228,0.001845444,0.000415225,0.435444246,0.002399077,0.003921569,0.002107829,0.002266481,0.002214533,0.001783929,0,9.64E-05,0.000838096,0.002660515,HWJC
4,6,1365,1.575312382,0.918412206,1,0.477272727,0.470793831,68.7512986,69.3108938,13.60147051,5.392488501,5,29.01549533,27.19972195,55.09014174,190.878,0.871369295,0.275401793,3.208642968,0.001818531,0.000676663,0.132724732,0.002337563,0.003921569,0.00207069,0.002350654,0.002291427,0.001368704,0,0.000122989,0.001019696,0.003091119,HWJC
4,6,2908,1.824097186,0.884704339,1,0.371581906,0.233724681,105.1909261,121.6963434,16.55294536,5.668594114,5,51.70630661,49.03502213,-61.42028337,395.412,0.6522373,0.626436035,6.31470998,0.001783929,0.000369089,0.105865776,0.002460592,0.003921569,0.002182704,0.002171496,0.002229912,0.00153787,0.00047674,0.000125157,0.000597087,0.002537486,MHC
4,6,2544,5.309945001,0.993769322,1,0.267254964,0.18941912,183.9720507,170.5197936,10,4.172108402,4,23.93144157,20.50486658,73.42776602,410.82,0.724786325,0.760815128,6.157539656,0.001830065,0.000615148,0.648577034,0.003921569,0.003921569,0.002244292,0.002420417,0.002352941,0.001322568,0.000461361,0.000382637,0.000931057,0.00307574,MHC
4,6,1851,1.564943121,0.882551979,1,0.45591133,0.38183585,77.64252978,77.36924454,15.13274595,5.60438615,5,44.6829055,36.50867046,-39.00414495,246.814,0.80147218,0.405874695,4.10540582,0.001906959,0.000276817,0.773797309,0.002429835,0.003921569,0.002147485,0.002217939,0.002183776,0.001599385,0.000538255,0.000133111,0.000650727,0.002445213,HWJC
4,6,1979,1.382929689,0.832649694,1,0.511237406,0.391871929,72.96116703,78.10249676,18.35755975,6.073412121,5.099019514,48,40.40589743,-85.40302508,251.916,0.807425541,0.439569431,4.401168964,0.001860823,0.00035371,0.315665182,0.002429835,0.003921569,0.002176086,0.002223936,0.002229912,0.001599385,0.000384468,0.000105078,0.00061861,0.002552864,HWJC
4,6,2369,2.205458308,0.673228416,1,0.31696548,0.245246983,92.61987396,100.3194896,13.15294644,4.566019207,4.123105626,71.86198979,68.4863377,0.363081613,348.406,0.549397032,0.613933151,5.393802591,0.0016609,0.000538255,0.277115647,0.003613995,0.003921569,0.002177068,0.002276827,0.002306805,0.000922722,0.000322953,0.000210227,0.000838335,0.002795079,MHC
4,6,3185,5.401152441,0.990284909,1,0.333962462,0.148036704,206.8926781,188.4038216,11.18033989,4.238881511,4,35.48588538,28.76909428,-7.716849671,519.966,0.599360181,0.905620986,7.440415526,0.001814687,0.000507497,0.747839454,0.003367936,0.003921569,0.002192787,0.00233608,0.002322184,0.000799692,0.000430604,0.000171287,0.000856591,0.002829681,MHC
4,6,1222,1.220104137,0.829773512,1,0.685746352,0.613699774,53.78350517,55.94640292,15.13274595,5.647217065,5,32,30.01658912,13.38114525,158.184,0.914670659,0.283629396,2.910342288,0.001937716,0.00047674,0.158608725,0.002429835,0.003921569,0.002181765,0.002381622,0.002337563,0.001691657,0.000384468,9.43E-05,0.000801326,0.002883506,HWJC
4,6,1101,1.984942867,0.93595715,1,0.502739726,0.328286581,70.30349724,72.44308111,12.04159458,4.222606286,3.605551275,27.02421628,24.75484001,6.663556986,205.292,0.797248371,0.360522903,2.540838256,0.001983853,0.00035371,0.243117327,0.002552864,0.003921569,0.002211797,0.002307755,0.002276048,0.001922338,0.000338331,9.31E-05,0.000753601,0.002675894,HWJC
9,6,1074,1.432276094,0.9065457,1,0.71031746,0.500671051,57.63130136,55.32630477,11.66190379,4.884161446,4.472135955,25.44054464,24.32661494,2.45322592,164.184,0.869635628,0.266405253,2.358692923,0.001845444,0.00035371,0.395339986,0.002322184,0.003921569,0.002049271,0.002196176,0.002153018,0.001799308,0.000722799,8.08E-05,0.000659374,0.002537486,HWJC
9,6,2958,4.794165238,0.988838798,1,0.162527473,0.149730382,187.5937272,185.5262785,12.52996409,4.616698931,4,34.81687039,27.94947109,44.80636416,498.252,0.655803126,0.796324561,6.255840375,0.001830065,0.000261438,0.380871992,0.002599,0.003737024,0.002095591,0.002114889,0.00213764,0.001337947,0.000692042,0.000120397,0.000470596,0.00236832,MHC
9,6,2144,2.225296194,0.960638584,1,0.388969521,0.247263142,106.049373,105.3233118,12.72792206,5.025715796,4.472135955,33.63468783,29.46064388,15.84291754,330.094,0.771917192,0.533364136,4.496701485,0.001799308,0.000261438,0.149256934,0.002337563,0.003737024,0.002075347,0.002097342,0.002091503,0.001476355,0.000907343,0.000115117,0.000457185,0.002306805,HWJC
9,6,2577,3.099114365,0.98334441,1,0.25687799,0.241204222,140.0679404,142.0035211,12.80624847,5.001457179,4.472135955,30.63245594,25.45762104,40.17625053,366.412,0.764461584,0.586066951,5.540054101,0.001814687,0.000292195,0.049380532,0.002352941,0.003921569,0.002085648,0.002149808,0.00213764,0.001491734,0.000738178,8.54E-05,0.000611547,0.002414456,MHC
9,6,4411,6.722207503,0.99587344,1,0.185695041,0.160427528,273.079932,233.5551327,13.60147051,4.941277391,5,30.851067,24.78279999,-65.43214296,587.806,0.705308602,0.989788625,9.421561387,0.001860823,0.000276817,0.842680396,0.002414456,0.003921569,0.002156402,0.002135924,0.002168397,0.001568627,0.000722799,9.51E-05,0.000452165,0.002414456,MHC
9,6,2000,1.452407605,0.885890028,1,0.64913989,0.391306406,77.93932535,78.05767099,15.03329638,5.848407591,5.099019514,37.78569333,36.15568743,1.969777739,253.432,0.817160368,0.441307225,4.252134022,0.001876201,0.000215302,0.17983384,0.002429835,0.003921569,0.002173927,0.002126067,0.00213764,0.001707036,0.000768935,8.91E-05,0.000477696,0.002322184,HWJC
9,6,8452,3.88345192,0.983232479,1,0.233616186,0.145361185,283.8144549,282.1931962,21.21320344,7.419312483,6.708203932,62.78457841,51.75541,28.85538155,854.792,0.592956363,1.454133136,17.69597953,0.001922338,0.000153787,0.344477173,0.002445213,0.003921569,0.002144739,0.002093703,0.002091503,0.001276432,0.000799692,0.000125553,0.000333112,0.00224529,MHC
